amenity,addr:county,addr:district,operator:type,fees,photo,source,operational_status,drinking_water,water:system,pump,name,latitude,longitude,install_year
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9684bcd8-f8ab-48cc-830d-b504b66939cf%2F1653143290002.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9055217,32.2954083,2/17/2012
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F2730686e-017e-46b1-b271-373795b38e3a%2F1652866616062.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7910102,32.3452617,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F05672646-6226-464c-95c1-181a125c0ccf%2F1653314325936.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8824187,32.2744999,2/27/2020
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Ff1f324a3-52aa-45ec-8c57-90beecb154e9%2F1652882016249.jpg,youthmappers_gulu,functional_not_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8265393,32.3248085,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F48407fb8-46fe-469c-816d-1482daa11361%2F1653404687065.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,Kiosk,tap,2.8276717,32.24786,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F983dc39c-e544-4d92-867e-ea321e2185a1%2F1652958861087.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7936984,32.3499617,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fad06af8c-a9c4-4582-b4ff-7bc2d3f09db5%2F1653033904904.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.8459952,32.3190499,5/20/2021
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fd7cd2c62-02dc-44dc-897b-935db274c377%2F1652879115429.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,rainwater_harvest_tank,2.8144768,32.3303412,6/2/2016
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F2696912e-2e3d-4aa3-a57f-f478a080b1e3%2F1653303620848.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7681186,32.2456735,5/23/2022
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F91e7e4f1-a4e5-438e-b58c-a8a787126498%2F1652952712589.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,tap,2.8210917,32.3377109,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0755a725-07ba-46e3-81a5-67f65ebd1f05%2F1652956524348.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7974591,32.3524148,12/8/2021
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3c8b751f-fab5-4362-881b-7ade8456c6cd%2F1652876800263.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8279336,32.3162475,12/15/2021
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F823727e4-b210-4baa-bb64-2d9e8a6ebca4%2F1653136807164.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,rainwater_harvest_tank,2.8147008,32.417215,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3602a81d-211b-4151-822e-7082a7d958fb%2F1652877829469.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8158306,32.330275,5/18/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F87a8ef62-d538-4045-a965-558f452514c3%2F1653304430936.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8654502,32.2800382,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe2202279-b911-48fe-b70d-5762817ad8bb%2F1652957832501.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7912737,32.3662136,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F531fb107-21e1-4427-938f-cb8f9e355cc3%2F1653126018609.jpg,youthmappers_gulu,functional_not_in_use,yes,surfacewater,yes,water_truck_tank,2.8607311,32.2811746,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F81aae31b-dd50-4eb7-805a-ad9004c4fb2d%2F1652965650615.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8274394,32.3490663,12/5/2018
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fcd08aa69-bd6d-4127-a97e-49593f3b28f0%2F1653136551686.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.9206459,32.3003042,9/8/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F7a964926-ae9b-487b-970c-97d22509e052%2F1652877198686.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8156908,32.3508034,12/10/2016
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F1e4a9d71-5f8d-4e99-93ee-a6266a818bab%2F1652876021340.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8193468,32.3301789,1/3/2022
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F78ab6c87-4d6e-4759-886a-1607e348f4e9%2F1652967246763.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7992203,32.347377,9/5/2018
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fad4b422b-d762-45fa-bba9-e3ff52e21a5e%2F1653134772745.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.7993349,32.422436,8/16/2014
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fcbffb9a5-5087-402b-aa77-9c93dcadab43%2F1652869953454.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.791889,32.3469321,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F7d04215d-6eb7-405f-8171-6a10931c3703%2F1653305660986.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.7814917,32.2347817,6/29/2015
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F8aed5a4c-f819-46aa-86bf-3d8deb6a1e10%2F1652941815134.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8112334,32.3339394,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fdccc208d-56e4-4452-a953-8ed68554b93e%2F1653042036115.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,water_truck_tank,2.819421,32.3370229,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0e4b19d0-35f5-45fe-81ce-f6477e7ef72c%2F1652961652651.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.794259,32.3701783,6/16/2012
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9d409804-d149-40b5-8bde-7d6a962ffb0b%2F1653126232813.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8934667,32.3275483,11/16/2005
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F28f54370-1ed4-4a9e-9c0e-86dbb2f94668%2F1652879853310.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.8347995,32.3174963,2/4/2011
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Ffe2d9b4f-35d6-4a15-8ff5-b631c3345f71%2F1653125974513.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8602526,32.281498,5/2/2021
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F8ed64287-9239-4583-a87e-a2c92bb88095%2F1652969769739.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,water_truck_tank,2.8047221,32.346611,8/31/2018
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F933f8658-ce75-4a85-9536-4117ed4acd3d%2F1653037882635.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,water_truck_tank,2.822736,32.3395411,
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0c908e70-503d-4953-8b70-3986839d1702%2F1652864803485.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7908071,32.346378,
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe2f79b91-21da-4ac4-836a-8fc8bfc2bab3%2F1653404181560.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.828432,32.2464051,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9878a343-43c3-4650-9eea-58463de9e43e%2F1653308856699.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7721633,32.2410049,5/23/2012
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5805d880-919f-48cd-bbdc-90836f2082ea%2F1652869515492.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7918847,32.3461751,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F8d42d29a-a670-4d18-9315-534a685cbf64%2F1653394673544.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8115812,32.2348865,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F8391f175-ae3b-4376-9db7-b43e551e1ac7%2F1652962018179.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8015352,32.3488295,5/19/2022
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0ae64681-54e6-491e-943d-9c01bbd19685%2F1653138521979.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.9310902,32.3080984,3/15/2011
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fb0dfa6dc-14f4-4141-9ecb-b5573fb09852%2F1652867871414.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8172003,32.3421157,12/13/2006
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5ebc247b-7f70-4478-81b0-a6ae8c920a6a%2F1652875062457.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8050766,32.3392397,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Ff36090f9-8464-449c-9569-06e3963186d2%2F1653398348996.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.800298,32.2361716,9/14/2016
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F1d477f21-af67-40d4-886d-f2585e686d3f%2F1652974957476.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8393422,32.3814864,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa70971b2-5fd4-49be-a25d-afe10eaa0afa%2F1653305969369.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.9226785,32.2707989,6/4/2012
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3c9292df-e914-448c-89d4-59ab1c080d37%2F1652875881306.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,tap,2.7898665,32.3468834,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F4a812c61-d321-4b56-b68c-0d39dc8f2aa4%2F1652946912475.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8037331,32.3287503,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F7388c76d-0465-4c5d-bfed-3d043ac30bec%2F1652964625266.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,water_truck_tank,2.7990439,32.3494162,2/23/2018
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe513af1d-18bf-412f-b339-52bde4862bc6%2F1653136771771.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.9204718,32.3002118,12/11/2019
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F7e7e5789-0841-44eb-9dca-2c862353b6fd%2F1652868925767.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,water_truck_tank,2.814095,32.3237217,5/18/2009
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fb8042b6f-b8d9-4c91-86b7-240d8139329d%2F1653401254044.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8436525,32.2166962,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fed5ef8f1-de7f-49c0-b259-cdc1f679d26c%2F1653127027658.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8627164,32.3516744,5/2/2015
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe5b78884-a57b-46b5-ad48-07edf54666b9%2F1652866947924.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7912077,32.3452251,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5a9cc4e5-83d0-4c91-a18e-2c9d0ecfe561%2F1653316355347.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8720461,32.25747,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9f1ad9b3-f1c2-4f8d-b6ff-9b7fbaeb0452%2F1652872448940.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8161224,32.3383105,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F648caf73-1c99-40f1-bba4-7bc045b039c4%2F1653404576100.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,Kiosk,tap,2.8275932,32.2478151,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F673389cc-2aea-4bc7-9bc5-24a690fb06fe%2F1652962091954.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7894277,32.3450076,10/1/2014
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F021b2c01-e9c6-4c2e-a306-51ffd130fabd%2F1653034360178.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,rainwater_harvest_tank,2.8452509,32.3192898,5/20/2021
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0cd7366c-7c3f-4ba1-b62d-d671c27e43dd%2F1652872034743.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8216928,32.3171735,5/9/2019
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fd0c3f02d-18a2-4790-96b8-2d0f40be772a%2F1653305887418.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7731963,32.2455538,11/30/2021
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F858ae354-b8ad-4194-8abb-6b45dc25719f%2F1652956525904.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8192713,32.340509,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F13178f62-d89b-4209-918b-a5351fd75f13%2F1653137621793.jpg,youthmappers_gulu,non_functional,yes,surfacewater,yes,water_truck_tank,2.792669,32.4132054,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F13478b90-9c4f-479b-b16e-a8ca2e173ecc%2F1652875235800.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8062306,32.3445649,8/3/2003
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F110b8781-bc78-4e2b-a101-4622350dae4d%2F1653311604886.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8688388,32.2634976,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe7057e6f-7717-431c-9b95-a0f318decf0f%2F1652878204485.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,rainwater_harvest_tank,2.8319408,32.3170083,5/5/2020
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3881e43e-9599-49b0-9f86-ccdf19ccb29e%2F1652967382041.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.848565,32.3972681,5/19/1984
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa648d36a-d445-4fdb-8cae-173d23cb771b%2F1652964294670.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,tap,2.7990894,32.3505961,7/8/2020
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fd7a44d6c-07b1-46be-988a-7254f51aaff3%2F1653138475386.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8104185,32.420996,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Faa7a7e37-c31c-4d7c-97f2-94c2900348b2%2F1652878385196.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8153445,32.3300748,5/18/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F2cdb8d17-93bb-466a-8d7b-0c020bf412e6%2F1653307551605.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8674644,32.2716984,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa5ad4028-7581-4bfc-bf57-ebea7bf4a6b3%2F1652958862083.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,tap,2.7928593,32.3655404,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F85ea5d1e-822a-419c-8632-33fa7d7d92b6%2F1653039052629.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,no,water_truck_tank,2.8217401,32.3379885,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3a01fa92-3409-483d-8b60-581e36738642%2F1653138476329.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9141207,32.297825,5/15/2007
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fb62406b8-92ec-4dd0-9d20-1a072cdc8707%2F1652864420515.jpg,youthmappers_gulu,functional_in_use,yes,combined,no,tap,2.7907423,32.3467514,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fd6eb2cb8-ad0d-4411-ab80-9a43153a6ce3%2F1652967976482.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,tap,2.7995198,32.347247,9/7/2016
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F56f53e43-da6d-4b6f-a58d-dfd61658d2f6%2F1653306581976.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.9178191,32.271453,8/8/2008
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F2e00fc60-67a6-4b46-b3d3-6d45ae664868%2F1652871501748.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7921066,32.3476768,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3f23b40e-4e6d-4d76-bb66-9c971519d876%2F1653309092124.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.792608,32.24328,7/24/2011
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fb8999d5b-9e17-4c7f-9300-77a40ef1204a%2F1652946079012.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8051344,32.3321085,9/11/2003
