amenity,addr:county,addr:district,operator:type,fees,photo,source,operational_status,drinking_water,water:system,pump,name,latitude,longitude,install_year
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F24b21ae7-74ff-4a20-89ce-f3b7e5aa4650%2F1653130194178.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8671752,32.2866068,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F49497aa8-79d0-44d6-8d11-876ae16383b9%2F1652872654375.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8218057,32.3158274,5/18/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fbb0791ec-5533-48d4-a318-3acedc8442df%2F1653399600852.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.846933,32.2227036,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F1ee1cd65-5f74-4a13-9286-ea9d0c1e335a%2F1653134155700.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8144751,32.4099588,
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F749d5a60-2c12-4547-b17e-dfe5ec889707%2F1652865912052.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7912812,32.3461977,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F40c65d61-95b3-45e1-a0fd-5ad1d36f067d%2F1653128625010.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8675643,32.3458618,10/2/2010
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F7b2c60a2-665a-4f85-9532-7e5c0fe8f62a%2F1652879696547.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8368167,32.3269481,7/1/2001
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe4060930-3923-4c5b-8b39-40057559fe22%2F1653398785816.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9056236,32.2010226,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Feee9eb55-835f-44a7-b943-b96a2efd2ec2%2F1652961778263.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.8383116,32.3533176,
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F546ff717-2f29-42b1-8464-a782fe15d42d%2F1652872139362.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7921093,32.3482834,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F6ac3c0a9-0577-42d1-a9de-8456c0b6241f%2F1653394706565.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.8129199,32.2331949,9/20/2017
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F4d3a1677-82e8-4ca3-9a32-854bf7083276%2F1652870226222.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,tap,2.8158233,32.3404183,10/16/2017
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F39250882-f885-4ae1-964d-e23bc76a3ddf%2F1653315069164.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8740135,32.281032,3/26/2015
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F98ad4be6-3d20-4d16-8dc5-b3432ebdaf52%2F1652877801018.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,rainwater_harvest_tank,2.8029949,32.3418886,12/18/2019
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fcc45246c-64b7-48c7-bc3f-6832a1fce0d2%2F1653390448145.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8260537,32.2480314,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9b537c9d-cd69-4aa3-b040-291dd8e5f9af%2F1652963187080.jpg,youthmappers_gulu,functional_in_use,yes,combined,no,rainwater_harvest_tank,2.7994613,32.3499325,5/30/2019
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5d8b45a5-cfe2-41f2-acb5-872b4dfdbcb0%2F1653302565290.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7716499,32.2390867,8/5/2020
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa086ef95-ea5e-4523-8e6d-118b3f6d9819%2F1652871406400.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,water_truck_tank,2.8136804,32.3244908,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fbb9adbaa-0b21-4fa4-8fe0-08cc8afce3b4%2F1653313770050.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8846507,32.2758299,5/24/2001
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F73228188-3213-419b-b9c0-94f77ffe3025%2F1652880196786.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8186367,32.34005,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fc2a72cba-2beb-468b-bb31-1207596608ab%2F1652966282780.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7988239,32.3481607,12/25/2013
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fcce64d1e-e382-4be0-a019-560025790fb3%2F1653142493382.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9056569,32.29876,3/11/2015
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F8a1e7044-d6e3-43e2-b17a-728720253a07%2F1652874685106.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8212833,32.349565,5/15/2015
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F64402797-a4ec-4ffa-98a5-c2fffb5c256b%2F1652875233809.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8190104,32.3317184,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F94d31062-4bc8-4a20-aaf4-2603bb596a1e%2F1653401812751.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,rainwater_harvest_tank,2.8903318,32.2063713,5/12/2010
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Ff46dd3f9-7396-441b-bb6d-9f66890d1f3f%2F1652867931472.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7915873,32.3455586,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F928f80f1-0e81-46b1-992f-093fc395da6e%2F1653314994893.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.9356684,32.2465381,2/17/2012
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5ebd9cc9-8962-4f60-b13f-717fe5d5ce23%2F1652957907680.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7909302,32.3659423,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa8333d9b-0667-4343-bc7c-40c13938c7a1%2F1652864797991.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8171764,32.3453087,3/18/2009
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F4a258896-fee1-40ac-a19b-c2dcd835f339%2F1652874156814.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8242239,32.317119,5/18/2020
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe43b72c5-2f74-49f6-811d-7aa4a9e99fc3%2F1653303015496.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,tap,2.8609832,32.2801192,
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9ce3cdda-eb9e-4d80-bc5f-178b654fe84f%2F1652961427984.jpg,youthmappers_gulu,functional_in_use,yes,combined,no,rainwater_harvest_tank,2.8027032,32.348043,9/29/2018
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fce89ef41-0f9f-418d-b977-31010b88f960%2F1653036315726.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.847157,32.3198842,1/24/2018
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F72b22853-5673-4ed6-afba-c4a2f9224cfd%2F1652872635962.jpg,youthmappers_gulu,non_functional,yes,surfacewater,yes,tap,2.8219449,32.352745,1/21/2022
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0098117c-97b1-4515-8702-e61840276243%2F1653306494372.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,protected_spring,2.7843667,32.2371747,5/1/2017
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe2fd2b17-25fb-492d-9055-b6a6eb4c31c6%2F1653395304726.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,deep_borehole,2.8132768,32.2339175,1/21/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F0d6b76f4-0fa6-4796-8440-63749eae1e4d%2F1652880123478.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8344654,32.3587813,8/27/2020
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F6e50847b-1af4-4bf9-a82e-e2542143ab9d%2F1652966231598.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,tap,2.7990235,32.3482462,10/5/2018
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fdacf32d0-03ae-4083-9050-d0e0afaeca14%2F1653302595272.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7670566,32.24447,5/23/2018
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F1768998b-dc3a-4db0-985d-654c8128b6aa%2F1652869023592.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.7919535,32.346473,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F68cd49f1-0231-4d71-9534-2ca7082fe5b7%2F1653306534042.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9265328,32.2523842,8/15/2015
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F10930f0a-522d-4e5d-b234-67613703e186%2F1653040923942.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.8222532,32.3362545,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F62a364a5-5fd5-4a6b-bb16-969837b1ad8b%2F1652954831247.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7962256,32.3539431,3/15/2022
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F5550f426-7df0-48ac-be9d-93193ca0dfbb%2F1653034522226.jpg,youthmappers_gulu,non_functional,yes,combined,yes,tap,2.8453917,32.3193513,5/20/2021
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Feab113b2-9940-4441-bec1-a4ba3655b841%2F1652865692047.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,tap,2.7910517,32.3459479,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F1d505663-8db1-4cdc-86eb-f6409da8f5cc%2F1652875090941.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7918383,32.3741883,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fc98c81a5-1624-489c-88f6-94dc0d93c4b6%2F1653394510132.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8110719,32.2347335,9/1/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F09593434-7256-41d3-8a28-6585c2f89877%2F1653302017517.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9274702,32.2576187,5/17/2011
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fa52a4207-39bb-4191-84a9-7dabc79dd633%2F1652872280772.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7920958,32.3483893,
water_point,aswa,gulu,private_ownership,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Ff9c6115b-057c-4896-b73e-21d6a3b6ed82%2F1653301816747.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.7681736,32.2422818,2/1/2010
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F9de3c3e4-0f4f-40a4-84a1-d7c84a6c6338%2F1652875845887.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8031859,32.3412766,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F25de4474-979f-40df-bef7-9cc81fd06563%2F1653489953102.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8641457,32.2334865,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F21641470-9f20-4f30-8b98-95860412332b%2F1652963057251.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.79993,32.3500547,6/24/2021
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F169909f2-73af-494c-9512-063e19bdf06d%2F1653139245568.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8776269,32.2861211,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F062314ce-525f-4a7e-8a1c-018595ec51c4%2F1652878546397.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,tap,2.815436,32.330934,5/18/2020
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fc38ecfe7-6712-4585-a90c-201e2d3e5e8f%2F1653392369839.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8239755,32.2389997,6/19/2001
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fd06e80c0-ffd8-481f-836b-59ef58a8e969%2F1652966292515.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8193589,32.4139991,7/24/2009
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F40a3a16e-dc9d-43fe-aaef-3cb8b12dcf1f%2F1653140965718.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.9075685,32.3067209,8/15/1996
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe662dbd4-6604-4f4b-8b3f-5b596cd67925%2F1652866359311.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.7910341,32.3461465,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F86604ccf-5307-4c99-896c-2a3561d2d02a%2F1653301064389.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8950228,32.2580572,11/6/2001
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F91d40b15-9ae7-4cd9-ab9f-1b32bcee7199%2F1652881621641.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8262156,32.3251444,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F602b43ed-51f1-4ec9-abf1-0b6344200b1d%2F1653401686480.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.8893493,32.2074856,5/24/2015
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fe48c0906-43c5-4e14-b93d-f47219c3922f%2F1653032980789.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8458529,32.3191209,5/20/2021
water_point,aswa,gulu,institution,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F46326b27-e28d-4a33-a19a-067205612fac%2F1652872868988.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.7916879,32.3488317,
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F11038f6a-9ad3-4f63-ae7d-cbf368c3e32e%2F1653396197829.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8071708,32.2355841,
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fda43a4a9-8d73-4c3c-83a9-a5af4c990db7%2F1652953526345.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,yes,water_truck_tank,2.8380196,32.3790948,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3c534ee5-b66b-41f1-b3f0-82662243da79%2F1652955570456.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.7936567,32.3499733,8/4/2021
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F4fb6a576-3ff7-4c54-a9c7-4d76516f22ca%2F1653144195614.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9504456,32.2806825,4/15/2020
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F3dcab713-c7e5-4679-9890-4fe104c175ed%2F1652871754041.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8104159,32.3411653,10/18/2011
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F48fcea2e-7797-49d5-84b0-631925811745%2F1653303324083.jpg,youthmappers_gulu,non_functional,yes,surfacewater,no,rainwater_harvest_tank,2.9247534,32.2525707,
water_point,aswa,gulu,community,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fb1ecf489-924d-4a07-85e2-150c97677b4c%2F1652875886507.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.8267818,32.3171199,5/4/2011
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F66fd3a1e-dc64-4fc4-9f87-0e1d77f35981%2F1653313776804.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9354892,32.2431649,12/30/2009
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F77626156-0c23-40b9-b9ac-03250ce1b796%2F1652963520365.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,rainwater_harvest_tank,2.7991244,32.3511453,9/5/2019
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fc6e942b1-43d4-428e-8e22-afedf51b1120%2F1653302732093.jpg,youthmappers_gulu,non_functional,yes,groundwater,yes,deep_borehole,2.8603919,32.2788124,
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fcd1071b9-624b-4ffd-9ca3-269a8dd2e635%2F1652956525105.jpg,youthmappers_gulu,functional_not_in_use,yes,groundwater,yes,tap,2.79343,32.347565,11/21/2018
water_point,aswa,gulu,institution,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fccb34593-704a-43e6-94e8-33a6ae0bb5ad%2F1652966795120.jpg,youthmappers_gulu,functional_in_use,yes,surfacewater,no,water_truck_tank,2.7991429,32.3474577,9/24/2014
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F77bace85-2f9d-42dc-9a85-6013496b6d49%2F1653135237188.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,deep_borehole,2.9157566,32.2986508,10/8/2008
water_point,aswa,gulu,community,No,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2F996c9057-b8a5-4e36-b830-0363f87574a7%2F1652876145774.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,protected_spring,2.8194633,32.3473933,9/17/1995
water_point,aswa,gulu,private_ownership,Yes,https://kc.humanitarianresponse.info/media/original?media_file=wava_stella%2Fattachments%2Fb5a9b6358d8141adabcb9d5c4f0dd560%2Fc395a327-f863-4c05-a376-8ad2b5f48f4a%2F1652875721087.jpg,youthmappers_gulu,functional_in_use,yes,groundwater,yes,tap,2.8189226,32.3306036,12/10/2021
